id,conference name,conference abbreviation,2013,2014,2017,2018,2020,2021,2023
4,3-D Digital Imaging and Modelling,3DIM,C,C,C,C,,,
5,A Satellite workshop on Formal Approaches to Testing of Software,FATES,C,C,C,C,,,
2264,AAAI Conference on Human Computation and Crowdsourcing,HCOMP,,,,,,B,B
8,Accounting and Finance Association of Australia and New Zealand Conference,AFAANZ,Australasian,Australasian,Australasian,Australasian,,,
9,"ACIS Conference on Software Engineering Research, Management and Applications",SERA,C,C,C,C,C,C,C
10,ACM Annual Computer Science Conference,CSC,C,C,C,C,,,
11,"ACM Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",SIGCOMM,A*,A*,A*,A*,A*,A*,A*
12,ACM Conference on Computer and Communications Security,CCS,A*,A*,A*,A*,A*,A*,A*
13,ACM Conference on Computer Supported Cooperative Work,CSCW,A,A,A,A,A,A,A
2085,ACM Conference on Digital Libraries,JCDL,A*,A*,A*,A*,,,
14,ACM Conference on Economics and Computation,EC,B,B,B,A*,A*,A*,A*
15,ACM Conference on Embedded Networked Sensor Systems,SENSYS,A*,A*,A*,A*,A*,A*,A*
16,ACM Conference on Embedded Software,EMSOFT,A,A,A,A,A,Journal published,Journal published
17,ACM Conference on Hypertext and Social Media,Hypertext,A,A,A,A,,,
18,ACM Conference on Object Oriented Programming Systems Languages and Applications,OOPSLA,A*,A*,A*,A*,A*,A,A
2313,ACM Conference on Security and Privacy in Wireless and Mobile Networks,ACM_WiSec,,,,,,,B
20,ACM Digital Rights Management Workshop,DRM,C,C,C,C,,,
21,ACM Information Technology Education,SIGITE,C,C,C,C,National: USA,National: USA,National: USA
2319,ACM Int'l Symposium on Field Programmable Gate Arrays,FPGA,,,,,,,TBR
23,"ACM International Conference on Advances in Computer Entertainment (merged with DIMEA, Digital Interactive Media in Entertainment and Arts, in 2009)",ACE,B,B,B,B,B,B,C
22,ACM International Conference on Advances in Geographic Information Systems,SIGSPATIAL,B,B,B,A,National: USA,A,A
24,ACM International Conference on Emerging Networking Experiments and Technologies,CoNEXT,A,A,A,A,A,A,A
25,ACM International Conference on Information and Knowledge Management,CIKM,A,A,A,A,A,A,A
1488,ACM International Conference on Interactive Surfaces and Spaces (was International Workshop on Horizontal Interactive Human-Computer Systems: Tabletop),ISS,B,A,A,A,A,Journal Published,Journal Published
26,ACM International Conference on Knowledge Discovery and Data Mining,KDD,A*,A*,A*,A*,A*,A*,A*
27,ACM International Conference on Mobile Computing and Networking,MOBICOM,A*,A*,A*,A*,A*,A*,A*
28,ACM International Conference on Recommender Systems,RecSys,B,B,B,B,B,A,A
29,ACM International Conference on Research and Development in Information Retrieval,SIGIR,A*,A*,A*,A*,A*,A*,A*
30,ACM International Conference on Supercomputing,ICS,A,A,A,A,A,A,A
2175,ACM International Conference on Systems for Energy-Efficient Built Environments,BuildSys,,,,A,,,
52,"ACM International Conference on the Foundations of Software Engineering (was ESEC/FSE, changed 2024; duplicate previously listed as ESEC, removed from DB)",FSE,A,A,B,A*,A*,A*,A*
31,ACM International Conference on Web Search and Data Mining,WSDM,B,A*,A*,A*,A*,A*,A
1825,ACM International Joint Conference on Pervasive and Ubiquitous Computing (PERVASIVE and UbiComp combined from 2013),UbiComp,A*,A*,A*,A*,journal published,journal published,journal published
32,ACM International Symposium on Computer Architecture,ISCA,A*,A*,A*,A*,A*,A*,A*
33,ACM International Symposium on High Performance Distributed Computing,HPDC,A,A,A,A,A,A,A
34,ACM International Wireless Communications and Mobile Computing Conference,IWCMC,B,B,B,B,B,B,B
35,ACM International Workshop On Multimedia Databases,MMDB,C,C,C,C,,,
37,ACM Multimedia,ACMMM,A*,A*,A*,A*,A*,A*,A*
38,ACM SIG International Conference on Computer Graphics and Interactive Techniques,SIGGRAPH,A*,A*,A*,A*,A*,A*,A*
40,ACM SIGCHI_NZ Conference on Human-Computer Interaction,SIGCHI-NZ,Australasian,Australasian,Australasian,Australasian,,,
42,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,SCA,B,B,B,B,B,B,B
43,ACM SIGIR Workshop on XML and Information Retrieval,SIGIR/XML,C,C,C,C,,,
83,ACM SIGMIS Computers and People Research,ACM-SIGMIS CPR,B,B,B,B,,,
45,"ACM SIGMOBILE International Conference on Mobile Systems, Applications and Services",Mobisys,B,B,B,B,B,B,A
46,ACM SIGMOD-SIGACT-SIGART Conference on Principles of Database Systems,PODS,A*,A*,A*,A*,A*,A*,A*
48,ACM SIGOPS Symposium on Operating Systems Principles,SOSP,A*,A*,A*,A*,A*,A*,A*
49,"ACM SIGPLAN Conference on Languages, Compilers and Tools for Embedded Systems",LCTES,A,A,A,A,A,B,B
50,ACM SIGPLAN Workshop on Partial Evaluation and Program Manipulation,PEPM,B,B,B,B,B,C,C
51,ACM SIGPLAN Workshop on Types in Language Design and Implementation (was TIC),TLDI,C,C,C,C,,,
78,ACM SIGSIM Conference on Principles of Advanced Discrete Simulation (was Parallel and Distributed Simulation),PADS,B,B,B,B,B,B,B
53,ACM SIGSOFT Workshop on Program Analysis for Software Tools and Engineering,PASTE,B,B,B,,,,
54,ACM SIGUCCS Conference on User Services,SIGUCCS,C,C,C,C,National: USA,National: USA,National: USA
55,ACM Special Interest Group on Computer Science Education Conference,SIGCSE,A,A,A,A,A,A,A
56,ACM Special Interest Group on Management of Data Conference,SIGMOD,A*,A*,A*,A*,A*,A*,A*
57,ACM Special Interest Group on Supporting Group Work (was SIGGRoup),Group,B,B,B,B,,,B
1775,"ACM Symposium on Access Control Models and Technologies (previously ACM Workshop on Role-Based Access Control, RBAC, changed in 2000)",SACMAT,C,C,C,C,C,C,C
59,ACM Symposium on Applied Computing,SAC,B,B,B,B,B,Multiconference,Multiconference
2003,ACM Symposium on Document Engineering,DocEng,A,B,B,B,B,B,B
58,ACM Symposium on Mobile Ad Hoc Networking and Computing,MOBIHOC,A,A,A,A,A,A,A
62,ACM Symposium on Principles of Database Systems,SPDS,C,C,C,C,,,
63,ACM Symposium on Principles of Distributed Computing,PODC,A*,A*,A*,A*,A*,A*,A*
2137,ACM Symposium on Software Reusability,SSR,A,A,A,A,,,
64,ACM Symposium on Solid and Physical Modelling,SPM,B,B,B,B,B,B,C
65,ACM Symposium on Theory of Computing,STOC,A*,A*,A*,A*,A*,A*,A*
66,ACM Symposium on User Interface Software and Technology,UIST,A,A,A,A,A,A*,A*
67,ACM Virtual Reality Software and Technology,VRST,A,A,A,A,A,A,A
68,ACM Workshop on Formal Methods in Security Engineering: From Specifications to Code,FMSE,C,C,C,C,,,
69,ACM Workshop on Hot Topics in Networks,HOTNETS,A,A,A,A,National: USA,National: USA,National: USA
70,ACM Workshop on Hot Topics in Software Upgrades,HotSWUp,C,C,C,C,,,
71,ACM Workshop on Role Based Access Control (now SACMAT),RBAC,C,C,,,,,
72,ACM Workshop on Scalable Trusted Computing,STC,B,B,B,B,,,
73,ACM Workshop on Secure Web Services,SWS,C,C,C,C,,,
74,ACM Workshop on Web Information and Data Management,WIDM,B,B,B,B,,,
82,ACM-SIGACT Symposium on Principles of Programming Languages,POPL,A*,A*,A*,A*,A*,A*,A*
84,ACM-SIGPLAN Conference on Programming Language Design and Implementation,PLDI,A*,A*,A*,A*,A*,A*,A*
85,ACM-SIGRAPH Interactive 3D Graphics and Games,I3DG,A*,B,B,B,B,B,B
75,ACM/IEEE International Conference on Distributed Smart Cameras,ICDSC,B,B,B,B,B,B,
2310,ACM/IEEE International Conference on Human-Robot Interaction,HRI,,,,,,,A
76,"ACM/IEEE International Conference on Modelling, Analysis and Simulation of Wireless and Mobile Systems",MSWIM,A,A,A,A,A,A,A
2246,ACM/IEEE Symposium on Edge Computing,SEC,,,,,,unranked,unranked
79,ACM/IFIP/USENIX International Middleware Conference,Middleware,A,A,A,A,A,A,A
80,ACM/SIAM Symposium on Discrete Algorithms,SODA,A*,A*,A*,A*,A*,A*,A*
2278,ACM/SPEC International Conference on Performance Engineering,ICPE,,,,,,B,B
81,ACM/SPIE Multimedia Computing and Networking,MMCN,A,A,A,A,,,
86,ACS/IEEE International Conference on Computer Systems and Applications,AICCSA,C,C,C,C,C,C,C
87,Active and Real-Time Database Systems,ARTDB,C,C,C,C,,,
89,Advanced Concepts for Intelligent Vision Systems,ACIVS,B,B,B,B,B,B,B
90,Advanced Course on Artificial Intelligence,ACAI,C,C,C,C,,,
91,Advanced Research in VLSI,ARVLSI,C,C,C,C,,,
93,Advanced Visual Interfaces,AVI,B,B,B,B,B,B,B
94,Advances in Cryptology,CRYPTO,A*,A*,A*,A*,A*,A*,A*
95,Advances in Information Systems,ADVIS,C,C,C,C,,,
96,Advances in Intelligent Systems,AIS,C,C,C,C,,,
97,Advances in Modal Logic,AiML,A,A,A,A,A,B,B
98,Advances in Neural Information Processing Systems (was NIPS),NeurIPS,A*,A*,A*,A*,A*,A*,A*
99,Advances in the Theory of Computing,AITC,C,C,C,C,,,
100,Agent-Oriented Information Systems Workshop,AOIS,B,B,,,,,
105,Algebraic Methodology and Software Technology,AMAST,C,C,C,C,,,
106,Algorithmic Learning Theory,ALT,A,B,B,B,B,B,B
107,Algorithms and Complexity in Durham,ACID,C,C,C,C,,,
108,Algorithms and Data Structures Symposium (was Workshop on Algorithms and Data Structures),WADS,A,B,B,B,B,B,B
1964,Algorithms and Experiments,ALEX,B,B,B,B,,,
110,Ambient Intelligence Developments,Aml.d,C,C,C,C,,,
112,American Federation of Information Processing Societies,AFIPS,,,,A,,,
1968,American Medical Informatics Annual Fall Symposium,AMIA,A,A,A,A,National: USA,National: USA,National: USA
115,Americas Conference on Information Systems,AMCIS,A,A,A,A,,,
117,Annual Computer Security Applications Conference,ACSAC,A,A,A,A,National: usa,National: usa,A
118,Annual Conference of the Australasian Society for Computers in Learning in Tertiary Education,ASCILITE,Australasian,Australasian,Australasian,Australasian,,,
122,Annual Conference of the International Academy for Information Management,IAIM,C,C,C,C,,,
123,Annual Conference of the International Speech Communication Association (was Eurospeech),Interspeech,A,A,,,,,
1995,Annual Conference on Computer Science Logic,CSL,B,B,B,B,B,B,B
125,Annual Conference on Evolutionary Programming,EP,C,C,C,C,,,
126,Annual Conference on Innovation and Technology in Computer Science Education,ITiCSE,A,A,A,A,A,A,B
127,"Annual Conference on Privacy, Security and Trust",PST,C,C,C,C,C,C,C
128,"Annual Convention for Survey, Mapping and Remote Sensing",RS,C,C,C,C,,,
129,Annual Fall Workshop on Computational Geometry,CGW,C,C,C,C,,,
2106,"Annual IASTED International Conference on Networks, Parallel and Distributed Processing and Applications",NPDP,C,C,,,,,
131,Annual International Conference on Ada,TRI-Ada,C,C,C,C,,,
132,Annual International Workshop on Presence,ISPR,B,B,B,B,B,B,C
120,Annual Meeting of the Cognitive Science Society,CogSci,A,A,A,A,A,A,B
133,Annual Meeting of the Decision Sciences Institute,DSI,C,C,C,C,,,
1729,Annual Meeting of the Special Interest Group on Discourse and Dialog,SIGdial,C,C,C,C,C,B,B
134,Annual PKI R&D Workshop,PKI,C,C,C,C,,,
135,Annual PPIG Workshop,PPIG,B,B,B,B,,,
136,Annual Simulation Symposium,ANSS,C,C,B,B,,,
139,AoM Organizational Communication and Information Systems,OCIS,A,A,A,A,,,
140,Apple University Consortium Academic and Developers Conference,AUCADC,C,C,C,C,,,
141,Application of Computers and Operations Research in the Minerals Industries,APCOMin,A,A,A,A,,,
142,Application of Concurrency to System Design,ACSD,B,B,B,B,B,B,
143,Applications of Information Visualization,IV-App,C,C,C,C,C,C,C
144,Applications of Natural Language to Data Bases,NLDB,C,C,C,C,C,C,C
145,Applied Computing Conference,ACC,C,C,C,C,C,C,C
146,Applied Perception in Graphics and Visualization,APGV,C,C,C,C,,,
147,Architectural Support for Programming Languages and Operating Systems,ASPLOS,A*,A*,A*,A*,A*,A*,A*
148,Argentine Symposium on Artificial Intelligence,ASAI,C,C,C,,,,
1958,Artificial Intelligence and Applications Conference,AIA,C,C,C,C,,,
2186,Artificial Intelligence Applications and Innovations,AIAI,,,,Regional,Regional,C,C
149,Artificial Intelligence in Knowledge Management,AIKM,C,C,C,C,,,
150,Artificial Intelligence in Medicine,AIIM,A,A,A,A,,,
152,Artificial Neural Networks in Engineering Conference,ANNIE,B,B,B,B,,,
917,"ArtsIT, Interactivity & Game Creation (was International Conference on Arts and Technology)",ArtsIT,C,C,C,C,C,C,C
162,Asia and South Pacific Design Automation Conference,ASPDAC,C,C,C,C,C,C,C
61,"Asia Conference on Information, Computer and Communications Security",AsiaCCS,B,B,B,B,B,A,A
156,Asia Information Retrieval Symposium,AIRS,C,C,C,C,C,C,
157,Asia International Conference on Modelling and Simulation,AMS,C,C,C,C,,,
159,Asia Pacific Conference on Communications,APCC,B,B,B,B,B,C,C
160,Asia Pacific Conference on Hardware Description Languages (was Asia Pacific CHipDesign Languages),APCHDL,C,C,C,C,,,
161,Asia Pacific Decision Science Institute Conference,APDSI,C,C,C,C,,,
164,Asia Pacific Research Symposium on Accounting Information Systems,APRSAIS,C,C,C,C,,,
240,Asia Pacific Symposium on Intelligent and Evolutionary Systems (was Australia-Japan Joint Workshop on  Intelligent and Evolutionary Systems),IES,C,C,C,C,C,C,C
175,Asia-Pacific Bioinformatics Conference,APBC,B,B,B,B,B,B,B
176,Asia-Pacific Computer Human Interaction Conference,APCHI,C,C,C,C,,,
177,Asia-Pacific Conference on Complex Systems,Complex,C,C,C,C,,,
178,Asia-Pacific Conference on Conceptual Modelling,APCCM,B,B,B,B,Australasian C,Australasian C,Australasian C
181,Asia-Pacific Conference on Simulated Evolution and Learning,SEAL,B,B,B,B,B,,
183,Asia-Pacific Forum on Engineering and Technology Education,AFETE,C,C,C,C,,,
184,Asia-Pacific Network Operations and Management Symposium,APNOMS,C,C,C,C,C,C,C
185,Asia-Pacific Services Computing Conference,APSCC,C,C,C,C,C,C,C
186,Asia-Pacific Software Engineering Conference,APSEC,C,B,B,B,B,B,C
166,Asian Computing Science Conference,ASIAN,B,B,B,B,,,
167,Asian Conference on Computer Vision,ACCV,B,B,B,B,B,B,B
2188,Asian Conference on Intelligent Information and Database Systems,ACIIDS,,,,Unranked,Unranked,B,B
2174,Asian Conference on Machine Learning,ACML,,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
169,Asian International Mobile Computing Conference,AMOC,C,C,C,C,,,
170,Asian Symposium on Computer Mathematics,ASCM,C,C,C,C,,,
171,ASIAN Symposium on Programming Languages and Systems,APLAS,B,B,B,B,B,B,B
189,"Asilomar Conference on Signals, Systems and Computing",ACSSC,C,C,C,C,National: USA,National: USA,National: USA
190,Aspect-Orientation Asia,AO-Asia,C,C,C,C,,,
191,Aspect-Oriented Software Development,AOSD,A,A,A,A,,,
196,Association for Computational Linguistics,ACL,A*,A*,A*,A*,A*,A*,A*
193,Association for Computer-Aided Architectural Design Research in Asia (CAADRIA) annual conference,CAADRIA,B,B,B,B,B,B,C
201,Australasia Conference on Information Security and Privacy,AISP,Australasian,Australasian,Australasian,Australasian,,,
203,Australasian Cognitive Science Society Conference,AuCSS,Australasian,Australasian,Australasian,Australasian,,,
204,Australasian Compumod Users' Conference,COMPUMOD,Australasian,Australasian,Australasian,Australasian,,,
205,Australasian Computer Architecture Conference,ACAC,Australasian,Australasian,Australasian,Australasian,,,
206,Australasian Computer Music Conference,ACMA,Australasian,Australasian,Australasian,Australasian,,,
207,Australasian Computer Science Conference,ACSC,Australasian,Australasian,Australasian,Australasian,,,
208,Australasian Computer Systems Architecture Conference (now Asia-Pacific Computer Systems Architecture Conference),ACSAC,Australasian,Australasian,Australasian,Australasian,,,
209,Australasian Computers in Education Conference,ACEC,Australasian,Australasian,Australasian,Australasian,,,
211,Australasian Computing Education Conference (ACE),ACE,Australasian,Australasian,Australasian,Australasian,Australasian B,Australasian B,Australasian B
210,Australasian Conference on Combinatorial Mathematics and Combinatorial Computing,ACCMCC,Australasian,Australasian,Australasian,Australasian,Australasian C,Australasian C,Australasian C
212,Australasian Conference on Information Security and Privacy,ACISP,Australasian,Australasian,Australasian,Australasian,Australasian B,Australasian B,Australasian B
213,Australasian Conference on Information Systems,ACIS,Australasian,Australasian,Australasian,Australasian,,,
214,Australasian Conference on Parallel and Real-Time Systems,APRTS,Australasian,Australasian,Australasian,Australasian,,,
215,Australasian Conference on Pattern Languages of Programs,KoalaPLoP,Australasian,Australasian,Australasian,Australasian,,,
216,Australasian Conference on Robotics and Automation,ACRA,Australasian,Australasian,Australasian,Australasian,Australasian C,Australasian C,Australasian C
219,Australasian Database Conference,ADC,Australasian,Australasian,Australasian,Australasian,Australasian B,Australasian B,Australasian B
1954,Australasian Document Computing Symposium,ADCS,Australasian,Australasian,Australasian,Australasian,Australasian B,Australasian B,Australasian B
222,Australasian Information Security Conference,AISC,Australasian,Australasian,Australasian,Australasian,Australasian B,Australasian B,Australasian C
223,Australasian Information Security Workshop 2007 (Privacy Enhancing Technologies),AISW-PET,Australasian,Australasian,Australasian,Australasian,,,
224,Australasian Joint Conference on Artificial Intelligence,AI,Australasian,Australasian,Australasian,Australasian,Australasian B,Australasian B,Australasian B
1966,Australasian Language Technology Workshop,ALTA,Australasian,Australasian,Australasian,Australasian,Australasian B,Australasian B,Australasian C
226,Australasian Refinement Workshop,AuRW,Australasian,Australasian,Australasian,Australasian,,,
1973,Australasian Remote Sensing Conference,ARSC,Australasian,Australasian,Australasian,Australasian,,,
229,Australasian Speech Science and Technology,SST,Australasian,Australasian,Australasian,Australasian,Australasian C,Australasian C,Australasian C
230,Australasian Symposium on Grid Computing and e-Research (now AusPDC),AusGrid,Australasian,Australasian,Australasian,Australasian,,,
231,Australasian Symposium on Parallel and Distributed Computing (was AusGrid),AusPDC,Australasian,Australasian,Australasian,Australasian,Australasian C,Australasian C,Australasian C
233,Australasian Urban and Regional Information Systems Association Conference,AURISA,Australasian,Australasian,Australasian,Australasian,,,
234,Australasian User Interface Conference,AUIC,Australasian,Australasian,Australasian,Australasian,,,
236,Australasian Women in Computing Workshop,WIC,Australasian,Australasian,Australasian,Australasian,,,
237,Australasian Workshop on Combinatorial Algorithms,AWOCA,Australasian,Australasian,Australasian,Australasian,,,
238,Australasian Workshop on Health Data and Knowledge Management,HDKM,Australasian,Australasian,Australasian,Australasian,,,
241,Australian and New Zealand Academy of Management Conference,ANZAM,Australasian,Australasian,Australasian,Australasian,,,
244,Australian and New Zealand Intelligent Information Systems Conference,ANZIIS,Australasian,Australasian,Australasian,Australasian,,,
245,Australian and New Zealand Marketing Academy Conference,ANZMAC,Australasian,Australasian,Australasian,Australasian,,,
247,Australian Computer Human Interaction Conference,OZCHI,Australasian,Australasian,Australasian,Australasian,Australasian B,Australasian B,Australasian B
248,Australian Conference for Knowledge Management and Intelligent Decision Support,ACKMIDS,Australasian,Australasian,Australasian,Australasian,,,
249,Australian Conference on Artificial Life and Computational Intelligence,ACALCI,Australasian,Australasian,Australasian,Australasian,Australasian B,,
2094,Australian Conference on Mathematics and Computers in Sport,MCSpo,Australasian,Australasian,Australasian,Australasian,,,
251,Australian Conference on Neural Networks,ACNN,Australasian,Australasian,Australasian,Australasian,,,
252,Australian Conference on Software Metrics,ACOSM,Australasian,Australasian,Australasian,Australasian,,,
253,Australian Data Mining Conference,AusDM,Australasian,Australasian,Australasian,Australasian,Australasian B,Australasian B,Australasian C
254,Australian Digital Forensics Conference,,Australasian,Australasian,Australasian,Australasian,,,
256,Australian Game Developers Conference,AGDC,Australasian,Australasian,Australasian,Australasian,,,
258,Australian Information Security Management Conference,ISM,Australasian,Australasian,Australasian,Australasian,,,
259,Australian Information Warfare and Security Conference,WarSec,Australasian,Australasian,Australasian,Australasian,,,
261,Australian Institute of Computer Ethics Conference,AICE,Australasian,Australasian,Australasian,Australasian,Australasian C,Australasian C,Australasian C
1959,Australian Institute of Computer Ethics Conference,AICEC,Australasian,Australasian,Australasian,Australasian,,,
1980,Australian Joint Conference on Artificial Intelligence,AusAI,Australasian,Australasian,Australasian,Australasian,,,
262,Australian Knowledge Acquisition Workshop,AKAW,Australasian,Australasian,Australasian,Australasian,,,
263,Australian MADYMO Users Meeting,MADYMO,Australasian,Australasian,Australasian,Australasian,,,
264,Australian MATLAB Conference,MATLAB,Australasian,Australasian,Australasian,Australasian,,,
1999,Australian Pattern Recognition Society Conference,DICTA,Australasian,Australasian,Australasian,,,,
266,Australian Software Engineering Conference,ASWEC,Australasian,Australasian,Australasian,Australasian,Australasian B,,
267,Australian Supercomputing Conference,ACS,Australasian,Australasian,Australasian,Australasian,,,
268,Australian Symposium on Information Visualisation,ASIV,Australasian,Australasian,Australasian,Australasian,,,
271,Australian UNIX Users Group National Conference,AUUG,Australasian,Australasian,Australasian,Australasian,,,
273,Australian Women in IT Conference,OzWIT,Australasian,Australasian,Australasian,Australasian,,,
1981,Australian Women in IT Conference,AusWIT,Australasian,Australasian,Australasian,Australasian,,,
274,"Australian Workshop on Mobile Computing, Databases and Applications",MCDA,Australasian,Australasian,Australasian,Australasian,,,
275,Australian Workshop on Requirements Engineering,AWRE,Australasian,Australasian,Australasian,Australasian,,,
276,Australian Workshop on Safety Critical Systems and Software,SCSS,Australasian,Australasian,Australasian,Australasian,,,
277,Australian Workshop on Software Architecture,AWSA,Australasian,Australasian,Australasian,Australasian,,,
278,Australian World Wide Web Conference,AusWeb,Australasian,Australasian,Australasian,Australasian,,,
279,Automated Software Engineering Conference,ASE,A,A,A,A,A,A*,A*
281,Automation of Software Test,AST,C,C,C,C,C,C,C
285,Bioinformatics Visualization,BioViz,C,C,C,C,,,
288,Body Sensor Networks,BSN,C,C,C,C,C,C,C
294,British Computer Society Conference on Human-Computer Interaction,HCI,National,National,National,National,National,National,National
296,British Machine Vision Conference,BMVC,,,,,,,A
2190,CENTERIS - Conference on ENTERprise Information Systems,CENTERIS,,,,Unranked,,,
308,CGAL User Workshop,CGAL,C,C,C,C,,,
310,Challenges of Large Applications in Distributed Environments,CLADE,C,C,C,C,,,
2259,CHI PLAY: The Annual Symposium on Computer-Human Interaction in Play,CHI PLAY,,,,,,Journal Published,Journal Published
317,Collaborative Electronic Commerce Technology and Research,CollECTeR,B,B,B,B,,,
318,"Colloquium on Mathematics and Computer Science: Algorithms, Trees, Combinatorics and Probabilities",MathInfo,C,C,C,C,,,
319,Cologne-Twente Workshop on Graphs and Combinatorial Optimization,CTW,C,C,C,C,C,C,C
321,Combinatorial Pattern Matching,CPM,B,B,B,B,B,B,B
322,Committee on Data for Science and Technology,CODATA,C,C,C,C,,,
323,Complex Objects Visualization Workshop,COV,C,C,C,C,,,
324,Complexity and information-theoretic approaches to biology,CITB,B,B,B,B,,,
326,Computability in Europe: Logic and Theory of Algorithms,CiE,C,C,C,C,C,C,C
327,Computational Intelligence in Security for Information Systems,CISIS,B,B,B,National-Spanish,National: Spain,National: Spain,National: Spain
328,Computational Techniques and Applications Conference,CTAC,C,C,C,C,,,
329,Computational Topology Workshop,CT,C,C,C,C,,,
331,Computer Aided Verification,CAV,A*,A*,A*,A*,A*,A*,A*
2289,Computer Algebra in Scientific Computing,CASC,,,,,,B,B
333,"Computer Animation, Information Visualisation, and Digital Effects",CAivDE,C,C,C,C,C,C,C
335,Computer Graphics International,CGI,B,B,B,B,B,B,C
336,Computer Science Research Conference,CSRC,C,C,C,C,,,
2229,Computer Sciences and Information Technologies,CSIT,,,,,,National,National
337,Computer Supported Collaborative Learning,CSCL,A*,A,A,A,A,B,
341,Computing in Education Group of Victoria Conference,CEG,C,C,C,C,,,
342,Computing: The Australasian Theory Symposium,CATS,Australasian,Australasian,Australasian,Australasian,,,
345,Conference for the International Simulation and Gaming Association,ISAGA,C,C,C,C,C,C,C
346,Conference in Uncertainty in Artificial Intelligence,UAI,A*,A*,A*,A*,A*,A,A
348,Conference of the Association for Machine Translation in the Americas,AMTA,B,B,B,B,B,National/Regional,National/Regional
349,Conference of the Association of Asian-Pacific Operational Research Societies,APORS,C,C,C,C,C,C,C
351,Conference of the Commission Internationale pour l'Etude et l'Amelioration de l'Enseignement des Mathematiques,CIEAEM,C,C,C,C,,,
352,Conference of the European Association for Machine Translation,EAMT,B,B,B,B,B,B,C
2217,Conference of the European Society for Fuzzy Logic and Technologies,EUSFLAT,,,,,,C,C
353,Conference of the International Society for Decision Support Systems,ISDSS,C,C,C,C,,,
354,Conference of the Pacific Association for Computational Linguistics,PACLING,B,B,B,B,B,B,
355,Conference on Agile Software Development,XP,B,B,B,B,B,B,B
2291,Conference on Algebra and Coalgebra in Computer Science,CALCO,,,,,,B,B
356,Conference on Algorithmic Aspects in Information and Management,AAIM,C,C,C,C,C,C,C
357,Conference on Algorithms and Hardware for Parallel Processing,CONPAR,C,C,C,C,,,
359,Conference on Artificial Intelligence for Applications,CAIA,B,B,B,B,,,
360,Conference on Artificial Neural Networks and Expert systems,ANNES,C,C,C,C,,,
361,Conference on Combinatorial Optimization and Applications,COCOA,B,B,B,B,B,B,C
371,Conference on Computational Natural Language Learning,CoNLL,A,A,A,A,A,A,B
2219,CONFERENCE ON COMPUTER SCIENCE AND INTELLIGENCE SYSTEMS,FedCSIS,,,,,,Multi-conference,Multi-conference
362,"Conference on Computers, Freedom, and Privacy",CFP,C,C,C,C,,,
364,"Conference on Discrete Mathematics, Algebra and their Application",DIMA,C,C,C,C,,,
1839,Conference on File and Storage Technologies,FAST,A,A,A,A,A,A,A
365,Conference on Fun with Algorithms,FUN,B,B,B,B,National: Italy,National: Italy,National: Italy
732,Conference on Games (was Computational Intelligence and Games CIG),COG,C,C,C,C,C,C,C
366,Conference on Graph Theory and Discrete Geometry,CGTDG,C,C,C,C,,,
367,"Conference on Information Science, Technology and Management",CISTM,B,B,B,B,,,
368,Conference on Information Sciences and Systems,CISS,C,C,C,C,National: USA,National: USA,National: USA
2201,"Conference on Innovation in Clouds, Internet and Networks",ICIN,,,,Unranked,National: France,National: France,National: France
369,Conference on Innovative Data Systems Research,CIDR,A,A,A,A,A,A,A
370,Conference on Integer Programming and Combinatorial Optimization,IPCO,A,A,A,A,A,A,A
2292,Conference on Intelligent Computer Mathematics,CICM,,,,,,C,C
1245,"Conference on Interactive Theorem Proving (previously TPHOLs, changed in 2009)",ITP,A,A,A,A,A,A,A
124,Conference on Learning Theory,COLT,A*,A*,A*,A*,A*,A*,A*
372,Conference on Office Information Systems,SIGOA,C,C,C,C,,,
375,"Conference on Orders, Algorithms and Applications",Ordal,C,C,C,C,,,
377,Conference on RFID Security,RFIDSec,C,C,C,C,,,
2308,Conference on Robot Learning,CoRL,,,,,,,Unranked
378,Conference on Security and Cryptography for Networks,SCN,B,B,B,B,National: Italy,National: Italy,National: Italy
379,Conference on Security in Network Architectures and Information Systems,SAR-SSI,C,C,C,C,,,
380,"Conference on Software Engineering Education and Training (previously Conference is Software Engineering Education, CSEE, changed in 1997)",CSEET,C,C,C,C,C,C,C
381,Conference on Software in Telecommunications and Computer Networks,SOFTCOM,B,B,B,B,National: Croatia,National: Croatia,National: Croatia
383,Conference on the Quality of Software Architectures,QoSA,A,B,B,,,,
384,Conference on Theory and Applications of Models of Computation,TAMC,B,B,B,B,B,B,C
385,Conference on Visualization and Data Analysis,VDA,C,C,C,C,National: USA,National: USA,National: USA
389,Constraint Databases and Applications,CDB,C,C,C,C,,,
390,Constraint Programming Day,CPD,C,C,C,C,,,
398,"Cooperative Design, Visualization, and Engineering",CDVE,C,C,C,C,C,C,C
400,Coordinated and Multiple Views in Exploratory Visualization,CMV,C,C,C,C,,,
1710,Cryptographers Track at RSA Conference,CT-RSA,B,B,B,B,B,B,B
402,Cryptography Policy and Algorithms Conference,CryPAC,C,C,C,C,,,
404,Cultural Attitudes towards Technology and Communications,CATAC,B,B,B,B,,,
405,Cultural Heritage Knowledge Visualisation,CHKV,C,C,C,C,,,
407,Current Trends in Theory and Practice of Computer Science,SOFSEM,B,B,B,B,B,B,B
